title,year,mileage,transmission,fuel,body_color,body_status,body_type,volume,engine,price
پژو، 207,1398,140000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,550000000
پراید، 151,1401,24000.0,دنده ای,6.6,سفید,بدون رنگ,pickup,1.3,4.0,295000000
پژو، پارس,1399,59000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,650000000
دنا، پلاس EF7,1400,65000.0,دنده ای,7.9,مشکی,بدون رنگ,passenger_car,1.7,4.0,650000000
پراید، 131,1397,60000.0,دنده ای,6.4,سفید,صافکاری بدون رنگ,passenger_car,1.3,4.0,280000000
پراید، 111,1397,88000.0,دنده ای,6.4,سفید,صافکاری بدون رنگ,hatchback,1.3,4.0,300000000
پژو، 206,1400,8100.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,540000000
پژو، 207,1399,61000.0,اتوماتیک,7.1,مشکی,بدون رنگ,hatchback,1.6,4.0,780000000
کوییک، دنده ای R,1399,37200.0,دنده ای,7.0,مشکی,یک لکه رنگ,hatchback,1.5,4.0,346000000
چری، آریزو 5T اسپرت FL,1403,4600.0,اتوماتیک,6.9,نوک مدادی,بدون رنگ,passenger_car,1.5,4.0,1260000000
هیوندای، سانتافه,2017,70000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.4,4.0,4200000000
شاهین، G دنده ای,1402,26000.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.5,4.0,630000000
هیوندای، توسان,2014,7000.0,اتوماتیک,9.6,سفید,بدون رنگ,crossover,2.4,4.0,3100000000
شاهین، G دنده ای,1402,21500.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.5,4.0,675000000
کیا، اسپورتیج,2014,185000.0,اتوماتیک,9.6,سفید,یک لکه رنگ,crossover,2.4,4.0,2200000000
رانا، پلاس,1401,28550.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,535000000
پژو، 207,1402,15000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,650000000
لکسوس، NX هیبرید,2017,112000.0,اتوماتیک,5.1,خاکستری,بدون رنگ,crossover,2.5,4.0,8530000000
فیدلیتی، پرایم,1402,8500.0,اتوماتیک,8.1,مشکی,بدون رنگ,crossover,1.5,4.0,1830000000
هایما، S7,1397,105000.0,اتوماتیک,9.7,سفید,بدون رنگ,crossover,1.8,4.0,1300000000
پژو، 206,1400,48000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,488000000
رانا، پلاس,1401,2000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,550000000
رنو، کولیوس,2018,9500.0,اتوماتیک,8.3,سفید صدفی,بدون رنگ,crossover,2.5,4.0,4900000000
پژو، پارس,1402,29000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.8,4.0,625000000
رانا، پلاس,1401,3000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,565000000
بنز، کلاس E,2014,80000.0,اتوماتیک,6.1,سفید صدفی,بدون رنگ,passenger_car,2.0,4.0,8300000000
بنز، کلاس E,2014,60000.0,اتوماتیک,6.2,مشکی,بدون رنگ,passenger_car,2.0,4.0,8200000000
ام وی ام، X33 S,1395,140000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.0,4.0,750000000
پژو، 206,1398,30000.0,دنده ای,6.4,مشکی,بدون رنگ,hatchback,1.4,4.0,485000000
پژو، پارس,1401,1200.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,770000000
پژو، 206,1398,71000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.6,4.0,499000000
کیا، سراتو (مونتاژ),1397,3000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,2250000000
ساینا، EX دنده ای,1398,150000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.5,4.0,310000000
هیوندای، سانتافه,2016,177000.0,اتوماتیک,8.5,مشکی,بدون رنگ,crossover,2.4,4.0,3650000000
سمند، سورن,1401,53000.0,دنده ای,7.3,سفید,بدون رنگ,passenger_car,1.7,4.0,600000000
ساینا، S,1403,7500.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,415000000
پژو، 206,1391,230000.0,دنده ای,6.4,قرمز,یک لکه رنگ,hatchback,1.4,4.0,310000000
مزدا، 3 نیو صندوق دار,1397,110000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,2.0,4.0,2100000000
سیتروئن، زانتیا,1388,220000.0,دنده ای,7.0,خاکستری,دو لکه رنگ,passenger_car,2.0,4.0,520000000
تویوتا، راوفور,2017,53000.0,اتوماتیک,8.1,سفید صدفی,بدون رنگ,crossover,2.5,4.0,6900000000
پژو، 206,1393,139000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.6,4.0,420000000
دنا، پلاس EF7,1403,5000.0,اتوماتیک,7.8,سفید,بدون رنگ,passenger_car,1.7,4.0,950000000
کوییک، دنده ای R,1401,8000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,375000000
تویوتا، کرولا,2014,82000.0,اتوماتیک,7.7,سفید,بدون رنگ,passenger_car,2.0,4.0,2220000000
رنو، ساندرو استپ وی,1396,159000.0,اتوماتیک,8.0,نقره ای,کاپوت تعویض,hatchback,1.6,4.0,905000000
رانا، LX,1393,200000.0,دنده ای,6.9,نوک مدادی,گلگیر تعویض,passenger_car,1.6,4.0,360000000
پژو، 207,1402,9000.0,دنده ای,6.3,سفید,بدون رنگ,hatchback,1.4,4.0,600000000
پژو، 206,1387,217300.0,دنده ای,6.4,سفید,دو لکه رنگ,hatchback,1.4,4.0,280000000
کیا، سراتو (مونتاژ),1396,55000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,1700000000
کوییک، دنده ای R,1401,13000.0,دنده ای,7.0,نقره ای,بدون رنگ,hatchback,1.5,4.0,385000000
پژو، پارس,1400,33000.0,دنده ای,7.5,مشکی,اتاق تعویض,passenger_car,1.6,4.0,550000000
گریت وال، C30,1392,185500.0,دنده ای,6.8,نوک مدادی,گلگیر تعویض,passenger_car,1.5,4.0,420000000
دنا، پلاس EF7,1402,12000.0,اتوماتیک,8.1,سفید,بدون رنگ,passenger_car,1.7,4.0,880000000
پژو، 206,1381,192000.0,دنده ای,6.4,یشمی,صافکاری بدون رنگ,hatchback,1.4,4.0,185000000
مزدا، 3 نیو صندوق دار,1396,91000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,2.0,4.0,1850000000
پژو، 206,1398,80000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,485000000
سمند، LX,1386,230000.0,دنده ای,8.3,بژ,چند لکه رنگ,passenger_car,1.8,4.0,235000000
پژو، 207,1398,111000.0,دنده ای,6.6,سفید,صافکاری بدون رنگ,hatchback,1.6,4.0,550000000
تارا، دنده ای V1,1401,125.0,دنده ای,7.1,نوک مدادی,بدون رنگ,passenger_car,1.6,4.0,735000000
پراید، 132,1394,190000.0,دنده ای,6.4,سفید,گلگیر رنگ,passenger_car,1.3,4.0,245000000
ام وی ام، 530,1394,270000.0,دنده ای,7.0,بژ,بدون رنگ,passenger_car,2.0,4.0,395000000
پژو، 405,1397,108000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,520000000
پژو، 206,1396,108000.0,دنده ای,6.4,سفید,دو لکه رنگ,hatchback,1.6,4.0,445000000
میتسوبیشی، اوتلندر,2017,40000.0,اتوماتیک,9.3,قهوه ای,یک لکه رنگ,crossover,2.4,4.0,3750000000
کوییک، دنده ای,1398,115000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,335000000
رنو، تندر 90,1396,225000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,645000000
هایما، S7,1397,119000.0,اتوماتیک,9.7,ذغالی,بدون رنگ,crossover,1.8,4.0,1160000000
رنو، ساندرو,1396,198000.0,اتوماتیک,8.3,سفید,بدون رنگ,hatchback,1.6,4.0,840000000
ام وی ام، X22,1396,99000.0,اتوماتیک,6.1,خاکستری,بدون رنگ,crossover,1.5,4.0,650000000
تویوتا، پرادو دو در,2012,160000.0,اتوماتیک,12.4,سفید,بدون رنگ,suv,2.7,4.0,6500000000
هیوندای، وراکروز,2010,130000.0,اتوماتیک,11.5,سفید,بدون رنگ,suv,3.8,6.0,3350000000
تویوتا، راوفور,2016,170000.0,اتوماتیک,8.1,سفید,دو لکه رنگ,crossover,2.5,4.0,3950000000
مزدا، 3 نیو صندوق دار,1398,158000.0,اتوماتیک,7.6,سربی,بدون رنگ,passenger_car,2.0,4.0,1900000000
پژو، پارس,1394,110000.0,دنده ای,9.1,مشکی,بدون رنگ,passenger_car,1.8,4.0,400000000
تارا، دنده ای V1,1402,27000.0,دنده ای,7.1,مشکی,بدون رنگ,passenger_car,1.6,4.0,722000000
پژو، 206,1401,54000.0,دنده ای,6.4,سفید,یک درب رنگ,hatchback,1.4,4.0,520000000
پژو، 2008,1397,90000.0,اتوماتیک,6.7,سفید,بدون رنگ,crossover,1.6,4.0,1830000000
پژو، پارس,1399,45000.0,دنده ای,7.5,خاکستری,بدون رنگ,passenger_car,1.6,4.0,635000000
کوییک، دنده ای R,1401,15000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,380000000
رنو، مگان (مونتاژ),1390,200000.0,اتوماتیک,7.8,سفید,دو لکه رنگ,passenger_car,2.0,4.0,650000000
چری، تیگو 7,1397,51500.0,اتوماتیک,6.7,سفید,یک لکه رنگ,crossover,1.5,4.0,1270000000
ام وی ام، X33 S,1398,51000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.0,4.0,950000000
کیا، سراتو (مونتاژ),1396,95000.0,اتوماتیک,7.9,سفید,صافکاری بدون رنگ,passenger_car,2.0,4.0,1550000000
رانا، پلاس پانوراما,1401,20000.0,دنده ای,6.8,سفید,بدون رنگ,passenger_car,1.6,4.0,610000000
پژو، پارس,1387,180000.0,دنده ای,9.1,خاکستری,صافکاری بدون رنگ,passenger_car,1.8,4.0,300000000
آریسان، 2,1403,85000.0,دنده ای,8.8,سفید,بدون رنگ,pickup,1.8,4.0,412000000
ام جی، 550,2012,110000.0,اتوماتیک,6.8,مشکی,بدون رنگ,passenger_car,1.8,4.0,1000000000
پژو، 206,1401,56000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,540000000
سمند، LX,1395,190000.0,دنده ای,7.5,نوک مدادی,بدون رنگ,passenger_car,1.7,4.0,415000000
کی ام سی، K7,1402,24000.0,اتوماتیک,8.6,مشکی,بدون رنگ,suv,1.5,4.0,1715000000
دوو، سیلو,1378,145000.0,دنده ای,6.3,نوک مدادی,بدون رنگ,passenger_car,1.5,4.0,220000000
چری، تیگو 7,1397,103000.0,اتوماتیک,6.7,مشکی,بدون رنگ,crossover,1.5,4.0,1350000000
دنا، پلاس EF7,1401,46000.0,اتوماتیک,7.8,سفید,گلگیر تعویض,passenger_car,1.7,4.0,790000000
هایما، S7,1401,50000.0,اتوماتیک,8.6,مشکی,بدون رنگ,crossover,1.8,4.0,1390000000
پژو، 206,1397,138000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,440000000
پژو، پارس,1399,110000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,520000000
تویوتا، کمری,2016,146000.0,اتوماتیک,7.5,سفید,بدون رنگ,passenger_car,2.5,4.0,5300000000
ولوو، XC90,2017,70000.0,اتوماتیک,7.7,سفید,بدون رنگ,crossover,2.0,4.0,12200000000
سمند، LX,1391,214000.0,دنده ای,7.5,سفید,دو لکه رنگ,passenger_car,1.7,4.0,349000000
سمند، LX,1398,90000.0,دنده ای,8.3,سفید,بدون رنگ,passenger_car,1.8,4.0,440000000
پژو، 206,1398,105000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,490000000
پراید، 131,1398,89000.0,دنده ای,6.4,سفید,بدون رنگ,passenger_car,1.3,4.0,263000000
پژو، 206,1397,113000.0,دنده ای,6.4,سفید,صافکاری بدون رنگ,hatchback,1.4,4.0,460000000
پراید، 111,1394,90000.0,دنده ای,6.4,خاکستری,چند لکه رنگ,hatchback,1.3,4.0,265000000
پژو، 206,1397,160000.0,دنده ای,6.4,نوک مدادی,چند لکه رنگ,hatchback,1.4,4.0,400000000
پژو، 405,1397,142000.0,دنده ای,9.0,خاکستری,بدون رنگ,passenger_car,1.8,4.0,383000000
پژو، پارس,1400,25000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,540000000
کوییک، دنده ای R,1400,4300.0,دنده ای,7.0,سفید,صافکاری بدون رنگ,hatchback,1.5,4.0,360000000
ام وی ام، X33 S,1400,40000.0,اتوماتیک,8.4,سفید,بدون رنگ,crossover,2.0,4.0,1150000000
کیا، سراتو (مونتاژ),1397,125000.0,اتوماتیک,7.9,سفید,دو لکه رنگ,passenger_car,2.0,4.0,1470000000
پژو، 207,1401,32000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,615000000
رنو، ساندرو استپ وی,1397,64000.0,اتوماتیک,8.0,مشکی,بدون رنگ,hatchback,1.6,4.0,1000000000
هیوندای، سوناتا,2010,450000.0,اتوماتیک,8.7,مشکی,کاپوت تعویض,passenger_car,2.4,4.0,1100000000
کیا، سراتو (مونتاژ),1396,127000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,1600000000
ب ام و، سری 7,2017,50000.0,اتوماتیک,6.2,سفید,بدون رنگ,passenger_car,2.0,4.0,16000000000
پژو، 206,1395,110200.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.6,4.0,460000000
سمند، LX,1398,73000.0,دنده ای,8.3,سفید,بدون رنگ,passenger_car,1.8,4.0,440000000
مزدا، 3 نیو صندوق دار,1390,214000.0,اتوماتیک,7.6,خاکستری,یک لکه رنگ,passenger_car,2.0,4.0,1250000000
سمند، LX,1400,30000.0,دنده ای,8.3,سفید,بدون رنگ,passenger_car,1.8,4.0,520000000
هیوندای، توسان,2017,130000.0,اتوماتیک,8.3,نقره ای,بدون رنگ,crossover,2.0,4.0,2830000000
سمند، سورن,1400,66000.0,دنده ای,7.3,خاکستری,بدون رنگ,passenger_car,1.7,4.0,550000000
پژو، 405,1391,260000.0,دنده ای,7.5,مشکی,یک لکه رنگ,passenger_car,1.6,4.0,370000000
رانا، پلاس,1401,65000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,535000000
کیا، سراتو (مونتاژ),1395,73000.0,اتوماتیک,7.9,سفید,یک لکه رنگ,passenger_car,2.0,4.0,1470000000
ام وی ام، 110,1394,70000.0,دنده ای,3.7,سفید,بدون رنگ,hatchback,1.1,4.0,225000000
جیلی، امگرند 7,2014,150000.0,اتوماتیک,7.7,سفید صدفی,یک لکه رنگ,passenger_car,1.8,4.0,643000000
بسترن، B50F,1395,190000.0,اتوماتیک,8.6,سفید,دو لکه رنگ,passenger_car,1.8,4.0,770000000
نیسان، پاترول دو در,1377,162000.0,دنده ای,14.0,یشمی,کامل رنگ,suv,2.4,4.0,600000000
پژو، پارس,1390,231000.0,اتوماتیک,8.2,خاکستری,دو لکه رنگ,passenger_car,1.6,4.0,420000000
رنو، تندر 90,1395,120000.0,اتوماتیک,8.3,مشکی,بدون رنگ,passenger_car,1.6,4.0,740000000
پژو، پارس,1401,90000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.8,4.0,600000000
پیکان، وانت,1384,,دنده ای,9.0,سفید,دور رنگ,pickup,1.7,4.0,120000000
جک، S5,1397,75000.0,اتوماتیک,7.7,مشکی,بدون رنگ,crossover,2.0,4.0,1210000000
رنو، تندر 90,1393,149000.0,دنده ای,6.9,سفید,یک لکه رنگ,passenger_car,1.6,4.0,490000000
ب ام و، سری 3 سدان,2018,125000.0,اتوماتیک,6.5,مشکی,بدون رنگ,passenger_car,2.0,4.0,6800000000
هیوندای، سانتافه,2017,120000.0,اتوماتیک,8.5,مشکی,بدون رنگ,crossover,2.4,4.0,4030000000
پژو، 206 SD,1398,57000.0,دنده ای,6.6,سفید,بدون رنگ,passenger_car,1.6,4.0,550000000
پژو، پارس,1396,96000.0,دنده ای,9.1,مشکی,بدون رنگ,passenger_car,1.8,4.0,490000000
سمند، LX,1399,146000.0,دنده ای,8.3,خاکستری,صافکاری بدون رنگ,passenger_car,1.8,4.0,460000000
لکسوس، NX هیبرید,2017,64000.0,اتوماتیک,5.1,مشکی,بدون رنگ,crossover,2.5,4.0,6600000000
تویوتا، C-HR هیبرید,2017,150000.0,اتوماتیک,3.9,نوک مدادی,بدون رنگ,crossover,1.8,4.0,3800000000
کوییک، دنده ای R,1401,23000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,370000000
پژو، 2008,1397,19000.0,اتوماتیک,6.7,سفید,بدون رنگ,crossover,1.6,4.0,2050000000
پراید، 131,1394,,دنده ای,6.4,نوک مدادی,بدون رنگ,passenger_car,1.3,4.0,200000000
کوییک، دنده ای S,1402,25000.0,دنده ای,7.1,سفید,بدون رنگ,hatchback,1.5,4.0,400000000
پژو، 206 SD,1390,400000.0,دنده ای,6.4,سفید,کامل رنگ,passenger_car,1.4,4.0,228000000
هایما، S7,1400,8000.0,اتوماتیک,8.6,نقره ای,بدون رنگ,crossover,1.8,4.0,1500000000
زامیاد، وانت نیسان,1401,40000.0,دنده ای,13.8,آبی,بدون رنگ,pickup,2.4,4.0,600000000
پژو، 207,1400,62000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,615000000
مزدا، 3 نیو صندوق دار,1390,130000.0,اتوماتیک,7.6,نقره ای,یک لکه رنگ,passenger_car,2.0,4.0,1390000000
لیفان، X60,1397,95000.0,اتوماتیک,8.7,مشکی,بدون رنگ,crossover,1.8,4.0,700000000
هایما، S5,1401,16000.0,اتوماتیک,8.0,سفید,بدون رنگ,crossover,1.5,4.0,1260000000
تیبا، هاچ بک,1401,9500.0,دنده ای,6.9,سفید,بدون رنگ,hatchback,1.5,4.0,370000000
ام وی ام، X33 S,1401,8000.0,اتوماتیک,8.4,سفید,بدون رنگ,crossover,2.0,4.0,1085000000
هیوندای، سوناتا,2014,99000.0,اتوماتیک,8.1,سفید,بدون رنگ,passenger_car,2.4,4.0,2270000000
کیا، سراتو,2016,188000.0,اتوماتیک,7.4,سفید,بدون رنگ,passenger_car,2.0,4.0,2290000000
پژو، 2008,1397,72500.0,اتوماتیک,6.7,سفید,درب تعویض,crossover,1.6,4.0,1580000000
فیدلیتی، پرایم,1402,8000.0,اتوماتیک,8.1,مشکی,بدون رنگ,crossover,1.5,4.0,1830000000
پژو، 206,1399,67000.0,دنده ای,6.4,سفید,گلگیر رنگ,hatchback,1.4,4.0,480000000
لیفان، X50,1395,189000.0,اتوماتیک,6.5,سفید,بدون رنگ,crossover,1.5,4.0,495000000
پژو، پارس,1401,45000.0,دنده ای,7.0,سفید,صافکاری بدون رنگ,passenger_car,1.8,4.0,550000000
چری، آریزو 5T,1397,166000.0,اتوماتیک,6.9,مشکی,بدون رنگ,passenger_car,1.5,4.0,895000000
جک، S3,1401,18000.0,اتوماتیک,7.6,سفید,بدون رنگ,crossover,1.6,4.0,980000000
رنو، ساندرو استپ وی,1396,110000.0,اتوماتیک,8.0,مشکی,بدون رنگ,hatchback,1.6,4.0,890000000
مکث موتور، کلوت,1402,1500.0,اتوماتیک,12.6,خاکی,بدون رنگ,pickup,2.4,4.0,1800000000
هایما، S5,1403,1000.0,اتوماتیک,8.0,مشکی,بدون رنگ,crossover,1.5,4.0,1495000000
ام وی ام، 110,1394,140000.0,دنده ای,3.7,سفید,بدون رنگ,hatchback,1.1,4.0,242000000
جیلی، امگرند X7,2014,200000.0,اتوماتیک,10.5,مشکی,یک لکه رنگ,crossover,2.4,4.0,810000000
برلیانس، H320,1397,103000.0,اتوماتیک,6.5,سفید,بدون رنگ,hatchback,1.65,4.0,750000000
سمند، LX,1395,228000.0,دنده ای,7.5,سرمه ای,یک لکه رنگ,passenger_car,1.7,4.0,355000000
پژو، 206,1387,400000.0,دنده ای,6.4,مسی,چند لکه رنگ,hatchback,1.4,4.0,285000000
ساینا، S,1400,56000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,375000000
گریت وال، C30,1394,280000.0,دنده ای,6.8,مشکی,دو لکه رنگ,passenger_car,1.5,4.0,450000000
پژو، 207,1402,3800.0,دنده ای,6.6,تیتانیوم,بدون رنگ,hatchback,1.6,4.0,715000000
پژو، 206 SD,1396,118000.0,دنده ای,6.6,سفید,بدون رنگ,passenger_car,1.6,4.0,505000000
دنا، معمولی,1395,94000.0,دنده ای,7.7,خاکستری,بدون رنگ,passenger_car,1.7,4.0,540000000
کیا، ریو (مونتاژ),1389,230000.0,دنده ای,7.0,سفید,چند لکه رنگ,passenger_car,1.5,4.0,320000000
تویوتا، راوفور,2014,192000.0,اتوماتیک,8.1,سفید,کاپوت تعویض,crossover,2.5,4.0,3460000000
کوییک، دنده ای R,1400,16000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,385000000
میتسوبیشی، اوتلندر,2018,130000.0,اتوماتیک,9.3,سفید,یک درب رنگ,crossover,2.4,4.0,3780000000
برلیانس، کراس,1397,65000.0,اتوماتیک,6.5,سفید,بدون رنگ,crossover,1.65,4.0,800000000
ام وی ام، 315هاچ بک,1394,99000.0,دنده ای,6.3,سفید,بدون رنگ,hatchback,1.5,4.0,370000000
لیفان، X50,1395,42700.0,دنده ای,6.3,سفید,بدون رنگ,crossover,1.5,4.0,500000000
فونیکس، تیگو 7 پرو,1402,596.0,اتوماتیک,8.4,خاکستری,بدون رنگ,suv,1.5,4.0,2050000000
پژو، 206,1387,230000.0,دنده ای,6.4,سفید,کاپوت تعویض,hatchback,1.4,4.0,305000000
برلیانس، H330,1396,83000.0,اتوماتیک,6.7,خاکستری,بدون رنگ,passenger_car,1.5,4.0,650000000
رنو، ساندرو,1396,91000.0,اتوماتیک,8.3,سفید,بدون رنگ,hatchback,1.6,4.0,990000000
پژو، 206,1398,155000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,450000000
رنو، تندر 90,1388,249000.0,دنده ای,6.9,نقره ای,بدون رنگ,passenger_car,1.6,4.0,419000000
کوییک، دنده ای S,1401,17700.0,دنده ای,7.1,سفید,بدون رنگ,hatchback,1.5,4.0,365000000
هیوندای، اکسنت (مونتاژ),1397,54000.0,اتوماتیک,6.4,خاکستری,یک لکه رنگ,passenger_car,1.6,4.0,1600000000
پژو، پارس,1401,35200.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.6,4.0,735000000
پژو، 206,1399,,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,445000000
پراید، 131,1392,196000.0,دنده ای,6.4,نقره ای,یک لکه رنگ,passenger_car,1.3,4.0,210000000
کیا، سورنتو,2017,116000.0,اتوماتیک,8.8,سفید,بدون رنگ,crossover,2.4,4.0,4700000000
پژو، 206 SD,1387,317000.0,اتوماتیک,7.3,نوک مدادی,چند لکه رنگ,passenger_car,1.6,4.0,300000000
پراید، 111,1390,360000.0,دنده ای,6.7,آبی,صافکاری بدون رنگ,hatchback,1.3,4.0,207000000
رنو، ساندرو استپ وی,1396,88000.0,اتوماتیک,8.0,سفید,بدون رنگ,hatchback,1.6,4.0,960000000
سمند، LX,1393,230000.0,دنده ای,8.3,سفید,چند لکه رنگ,passenger_car,1.8,4.0,275000000
رنو، تندر 90,1396,160000.0,اتوماتیک,8.3,نقره ای,یک لکه رنگ,passenger_car,1.6,4.0,840000000
دنا، پلاس EF7,1400,47000.0,دنده ای,7.9,سفید,بدون رنگ,passenger_car,1.7,4.0,675000000
چری، آریزو 5T,1400,,اتوماتیک,6.9,مشکی,بدون رنگ,passenger_car,1.5,4.0,1110000000
ام وی ام، X33 S,1400,30200.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.0,4.0,1080000000
کی ام سی، K7,1402,39000.0,اتوماتیک,8.6,مشکی,بدون رنگ,suv,1.5,4.0,1630000000
کیا، سراتو (مونتاژ),1395,118000.0,اتوماتیک,7.9,نقره ای,دو لکه رنگ,passenger_car,2.0,4.0,1299000000
مکث موتور، کلوت,1402,5000.0,اتوماتیک,12.6,خاکی,بدون رنگ,pickup,2.4,4.0,2100000000
ب ام و، X4,2016,90000.0,اتوماتیک,7.4,مشکی,بدون رنگ,crossover,2.0,4.0,8900000000
کیا، سورنتو,2016,140000.0,اتوماتیک,8.8,سفید,یک درب رنگ,crossover,2.4,4.0,3600000000
کیا، اسپورتیج,2015,139000.0,اتوماتیک,9.6,مشکی,بدون رنگ,crossover,2.4,4.0,2690000000
رنو، تندر 90,1387,290000.0,دنده ای,6.9,نقره ای,دو درب رنگ,passenger_car,1.6,4.0,340000000
چانگان، CS 35 (مونتاژ),1397,70000.0,اتوماتیک,7.2,سفید,بدون رنگ,crossover,1.6,4.0,920000000
تارا، اتوماتیک V2,1402,2000.0,اتوماتیک,7.3,نوک مدادی,بدون رنگ,passenger_car,1.6,4.0,900000000
پژو، 2008,1396,70000.0,اتوماتیک,6.7,سفید,بدون رنگ,crossover,1.6,4.0,1600000000
ام وی ام، X33,1395,118000.0,اتوماتیک,6.9,سفید,بدون رنگ,crossover,2.0,4.0,700000000
رانا، پلاس پانوراما,1401,21000.0,دنده ای,6.8,سفید,بدون رنگ,passenger_car,1.6,4.0,578000000
جک، جی 4,1400,57500.0,اتوماتیک,6.2,خاکستری,بدون رنگ,passenger_car,1.5,4.0,680000000
پراید، 131,1393,652000.0,دنده ای,6.4,سفید,چند لکه رنگ,passenger_car,1.3,4.0,190000000
پراید، 131,1390,400000.0,دنده ای,6.7,سفید,یک لکه رنگ,passenger_car,1.3,4.0,175000000
پژو، 206,1397,100000.0,دنده ای,6.4,سفید,صافکاری بدون رنگ,hatchback,1.4,4.0,430000000
پژو، پارس,1397,63000.0,دنده ای,9.1,نوک مدادی,بدون رنگ,passenger_car,1.8,4.0,490000000
ب ام و، سری 3 سدان,2013,130000.0,اتوماتیک,6.0,قهوه ای,بدون رنگ,passenger_car,2.0,4.0,3650000000
پژو، 405,1397,100000.0,دنده ای,9.0,خاکستری,بدون رنگ,passenger_car,1.8,4.0,475000000
کیا، سراتو (مونتاژ),1397,63000.0,اتوماتیک,7.9,سفید,درب تعویض,passenger_car,2.0,4.0,1600000000
رنو، ساندرو استپ وی,1397,155000.0,اتوماتیک,8.0,سفید,بدون رنگ,hatchback,1.6,4.0,910000000
کیا، ریو (مونتاژ),1390,300000.0,دنده ای,7.0,سفید,گلگیر تعویض,passenger_car,1.5,4.0,350000000
پژو، پارس,1399,95000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,530000000
پژو، 207,1401,74000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,670000000
لیفان، X60,1397,80000.0,اتوماتیک,8.7,سفید,بدون رنگ,crossover,1.8,4.0,650000000
فونیکس، تیگو 7 پرو,1401,9200.0,اتوماتیک,8.4,مشکی,بدون رنگ,suv,1.5,4.0,1710000000
لیفان، X60,1393,290000.0,دنده ای,8.2,سفید,گلگیر رنگ,crossover,1.8,4.0,510000000
رنو، تندر 90,1395,136000.0,اتوماتیک,8.3,سفید,یک لکه رنگ,passenger_car,1.6,4.0,670000000
کیا، پیکانتو,2013,135000.0,اتوماتیک,5.6,قهوه ای,چند لکه رنگ,hatchback,1.2,4.0,895000000
